Customer ID,Frequency,Monetary,Returns,Customer Age,Gender,Churn,Recency,Recency_log
180,1,473,1.0,55,1,0,61,4.127134385045092
181,3,7779,1.0,60,0,0,238,5.476463551931511
182,7,17243,5.0,51,1,0,34,3.555348061489413
183,3,5468,1.0,23,0,1,263,5.575949103146316
184,9,26985,5.0,43,1,0,99,4.605170185988092
185,9,24331,5.0,19,0,0,169,5.135798437050262
186,3,9097,1.0,32,1,1,397,5.986452005284438
187,1,2670,0.0,39,1,1,544,6.300785794663244
188,4,7701,0.0,32,0,0,64,4.174387269895637
189,2,6569,2.0,69,1,1,617,6.42648845745769
190,1,4361,0.0,47,1,1,1077,6.982862751468942
191,2,4200,0.0,32,1,1,1144,7.0431599159883405
192,8,28832,4.0,70,1,0,44,3.80666248977032
193,5,12514,3.0,26,0,0,83,4.430816798843313
194,6,10066,1.0,63,0,0,20,3.044522437723423
195,6,18840,1.0,59,0,0,169,5.135798437050262
196,5,13926,3.0,18,0,1,442,6.093569770045136
197,4,10354,1.0,19,0,1,182,5.209486152841421
198,7,17553,3.0,55,0,0,138,4.934473933130692
199,6,14136,2.0,24,0,0,309,5.736572297479192
200,8,20775,2.0,56,1,1,98,4.59511985013459
201,2,3149,0.0,38,1,1,14,2.70805020110221
202,6,15209,2.0,49,0,0,171,5.147494476813453
203,3,6566,1.0,36,0,1,437,6.082218910376446
204,12,29420,6.0,56,1,0,77,4.356708826689592
205,11,23103,4.0,60,1,0,147,4.997212273764115
206,6,18103,4.0,25,1,0,34,3.555348061489413
207,8,21171,2.0,46,1,0,214,5.3706380281276624
208,8,21596,2.0,38,1,0,325,5.786897381366708
209,7,17402,5.0,66,1,0,6,1.9459101490553128
210,7,19595,2.0,37,0,0,20,3.044522437723423
211,10,20362,6.0,19,1,0,132,4.890349128221754
212,6,15762,2.0,50,1,0,115,4.7535901911063645
213,6,10744,5.0,64,0,0,302,5.713732805509369
214,3,11660,2.0,42,0,0,206,5.332718793265369
215,4,11725,1.0,64,1,1,379,5.940171252720432
216,8,26535,0.0,47,1,0,93,4.543294782270004
217,5,8551,1.0,25,0,0,119,4.787491742782046
218,8,21620,3.0,45,1,1,489,6.194405391104672
219,6,13360,4.0,52,1,0,18,2.9444389791664403
220,4,7400,1.0,68,0,0,208,5.342334251964811
221,6,21964,1.0,18,0,0,259,5.560681631015528
222,4,10799,2.0,31,0,0,140,4.948759890378168
223,4,10202,1.0,67,0,0,28,3.367295829986474
224,6,16799,2.0,65,0,0,75,4.330733340286331
225,3,7280,2.0,50,0,0,3,1.3862943611198906
226,5,12910,3.0,56,0,0,42,3.7612001156935615
227,4,9489,2.0,23,0,1,312,5.746203190540153
228,4,7175,0.0,60,1,0,129,4.867534450455582
229,6,18119,4.0,26,0,0,330,5.802118375377063
230,10,29553,8.0,31,0,0,44,3.80666248977032
231,6,15841,0.0,35,1,0,278,5.631211781821365
232,6,23483,3.0,47,1,0,290,5.673323267171493
233,5,15177,2.0,51,0,1,384,5.953243334287785
234,4,7910,0.0,48,0,0,65,4.189654742026425
235,4,14572,2.0,53,1,0,377,5.934894195619588
236,10,22060,4.0,27,1,0,88,4.48863636973214
237,7,17112,4.0,54,0,0,394,5.978885764901122
238,8,25783,3.0,52,1,0,27,3.332204510175204
239,7,20511,3.0,57,0,0,240,5.484796933490655
240,4,7011,1.0,29,0,0,181,5.204006687076795
241,3,3491,2.0,41,0,0,207,5.337538079701318
242,3,5090,3.0,57,1,0,161,5.087596335232384
243,7,19370,3.0,47,0,0,93,4.543294782270004
244,7,15342,2.0,51,0,0,304,5.720311776607412
245,3,7939,2.0,47,1,1,655,6.486160788944089
246,3,11308,1.0,57,1,0,115,4.7535901911063645
247,5,8715,3.0,20,0,1,627,6.442540166468199
248,6,24306,2.0,51,0,0,214,5.3706380281276624
249,1,2240,0.0,62,0,1,1206,7.095893221097532
250,7,22091,2.0,43,1,0,97,4.584967478670572
251,8,24661,5.0,68,1,0,36,3.610917912644224
252,5,10043,1.0,28,1,1,651,6.480044561926653
253,8,23104,6.0,23,0,0,47,3.871201010907891
254,4,12119,1.0,64,1,1,402,5.998936561946683
255,5,12999,2.0,61,0,1,660,6.493753839851686
256,3,7389,2.0,57,1,0,137,4.927253685157205
257,4,12211,1.0,49,1,1,468,6.150602768446279
258,6,17437,1.0,32,0,0,70,4.262679877041316
259,4,17652,2.0,70,1,0,190,5.25227342804663
260,6,12523,3.0,41,1,0,87,4.477336814478207
261,8,20949,1.0,49,1,0,78,4.3694478524670215
262,8,22365,3.0,70,0,0,140,4.948759890378168
263,8,20142,2.0,38,1,0,71,4.276666119016055
264,10,33074,1.0,69,0,1,190,5.25227342804663
265,5,18780,4.0,53,0,0,84,4.442651256490317
266,7,10856,5.0,31,1,0,39,3.688879454113936
267,5,16595,2.0,64,0,0,26,3.295836866004329
268,3,5628,2.0,57,1,1,406,6.008813185442595
269,7,21577,1.0,57,0,0,184,5.220355825078324
270,6,17030,2.0,68,0,0,5,1.791759469228055
271,5,19721,2.0,54,1,0,56,4.04305126783455
272,3,8898,1.0,26,1,1,541,6.295266001439646
273,6,16602,2.0,68,0,0,221,5.402677381872279
274,6,17449,2.0,26,0,0,473,6.161207321695077
275,3,5288,0.0,70,0,1,28,3.367295829986474
276,5,9196,2.0,28,0,0,284,5.652489180268651
277,7,15709,2.0,28,1,0,141,4.955827057601261
278,10,31691,4.0,18,0,0,6,1.9459101490553128
279,4,5772,2.0,34,0,0,350,5.860786223465865
280,5,6532,2.0,40,0,1,373,5.924255797414532
281,2,6795,0.0,61,1,0,208,5.342334251964811
282,8,26379,5.0,62,1,0,108,4.691347882229144
283,6,21425,2.0,38,0,0,217,5.384495062789089
284,3,7773,1.0,68,0,0,258,5.556828061699537
285,9,28106,1.0,35,0,0,324,5.783825182329737
286,2,7637,2.0,70,1,1,451,6.113682179832232
287,1,2295,0.0,40,0,1,888,6.790097235513905
288,5,16691,3.0,33,0,0,81,4.406719247264253
289,6,14827,1.0,29,1,0,265,5.583496308781699
290,4,10409,2.0,36,0,0,351,5.863631175598097
291,4,12458,2.0,32,0,0,253,5.537334267018537
292,4,5470,3.0,50,0,1,318,5.765191102784844
293,5,13042,2.0,51,1,0,107,4.68213122712422
294,3,10651,1.0,20,1,1,187,5.236441962829949
295,2,2904,1.0,50,1,0,122,4.812184355372417
296,6,16269,2.0,37,0,1,568,6.343880434126331
297,11,27103,4.0,57,1,0,46,3.8501476017100575
298,5,10434,2.0,39,1,0,77,4.356708826689592
299,5,17284,4.0,44,0,0,513,6.2422232654551655
300,6,11344,3.0,25,0,0,130,4.875197323201151
301,3,9117,2.0,35,0,0,110,4.709530201312334
302,7,19850,3.0,66,0,0,46,3.8501476017100575
303,4,14014,1.0,26,1,0,170,5.14166355650266
304,7,16462,4.0,49,1,0,142,4.962844630259907
305,5,12211,2.0,34,1,0,177,5.181783550292085
306,4,11545,1.0,37,0,1,436,6.07993319509559
307,1,4972,1.0,30,0,1,865,6.763884908562435
308,3,9405,0.0,69,0,0,14,2.70805020110221
309,3,7314,0.0,68,0,1,336,5.820082930352362
310,3,13092,2.0,37,1,0,19,2.995732273553991
311,7,15544,2.0,37,0,0,399,5.991464547107982
312,3,6864,1.0,68,0,1,543,6.298949246855942
313,9,27974,3.0,40,0,0,17,2.8903717578961645
314,4,9955,1.0,31,0,0,75,4.330733340286331
315,11,32676,4.0,26,0,0,127,4.852030263919617
316,3,2748,1.0,24,0,1,176,5.176149732573829
317,3,14315,2.0,31,0,0,335,5.817111159963204
318,9,25467,7.0,55,0,1,105,4.663439094112067
319,5,16758,0.0,29,1,0,170,5.14166355650266
320,5,12356,2.0,61,1,0,96,4.574710978503383
321,4,8310,0.0,52,0,1,671,6.51025834052315
322,5,16585,2.0,68,0,0,300,5.707110264748875
323,3,7726,1.0,63,1,0,247,5.513428746164983
324,5,13370,1.0,21,1,1,2,1.0986122886681098
325,8,23078,4.0,64,0,0,435,6.077642243349034
326,5,13314,3.0,18,0,0,171,5.147494476813453
327,6,18548,3.0,52,1,0,43,3.784189633918261
328,6,9666,3.0,65,1,0,393,5.976350909297934
329,8,28031,5.0,25,1,0,583,6.369900982828227
330,9,26298,6.0,28,1,0,384,5.953243334287785
331,5,14475,1.0,26,0,0,295,5.69035945432406
332,6,16503,3.0,48,0,1,22,3.1354942159291497
333,4,11409,0.0,18,1,0,143,4.969813299576001
334,5,9034,3.0,38,0,1,82,4.418840607796598
335,6,20173,3.0,58,1,0,135,4.912654885736052
336,2,5454,1.0,32,1,1,880,6.78105762593618
337,4,11645,0.0,32,1,0,128,4.859812404361672
338,4,8926,3.0,25,0,0,76,4.343805421853684
339,5,16131,1.0,19,0,0,152,5.030437921392435
340,10,33669,5.0,39,0,0,29,3.4011973816621555
341,5,7945,3.0,65,0,1,456,6.124683390894205
342,10,28585,3.0,32,0,0,107,4.68213122712422
343,5,11403,1.0,65,1,0,527,6.269096283706261
344,7,17832,3.0,37,1,0,504,6.22455842927536
345,7,13967,1.0,33,1,1,2,1.0986122886681098
346,5,14283,2.0,18,0,0,78,4.3694478524670215
347,6,17563,0.0,65,1,0,162,5.093750200806762
348,9,25727,2.0,67,0,0,186,5.231108616854587
349,4,13096,3.0,30,1,0,251,5.529429087511423
350,5,16661,2.0,49,1,0,378,5.937536205082426
351,8,17230,5.0,26,0,0,238,5.476463551931511
352,3,6959,0.0,35,0,1,337,5.823045895483019
353,7,19498,4.0,33,0,1,74,4.31748811353631
354,4,16174,1.0,59,0,0,222,5.407171771460119
355,3,7767,1.0,41,0,1,285,5.655991810819852
356,4,11498,0.0,35,0,0,472,6.159095388491933
357,6,22995,1.0,36,1,0,265,5.583496308781699
358,4,13566,0.0,61,1,0,32,3.49650756146648
359,5,16589,1.0,29,1,0,220,5.3981627015177525
360,5,10562,4.0,35,1,0,29,3.4011973816621555
361,3,6893,2.0,28,0,0,32,3.49650756146648
362,1,4964,0.0,20,1,1,1294,7.166265974133638
363,5,14543,3.0,67,1,0,65,4.189654742026425
364,6,14827,2.0,57,1,0,86,4.465908118654584
365,3,7992,3.0,56,1,1,536,6.285998094508865
366,2,3288,0.0,51,1,1,477,6.169610732491456
367,3,8455,2.0,65,1,0,96,4.574710978503383
368,2,2052,0.0,69,0,1,513,6.2422232654551655
369,4,12817,3.0,21,1,0,89,4.499809670330265
370,6,14914,3.0,28,1,0,155,5.049856007249537
371,5,10024,1.0,36,1,1,438,6.084499413075172
372,5,14200,2.0,39,0,0,235,5.4638318050256105
373,2,7553,0.0,31,0,1,1120,7.02197642307216
374,7,25461,2.0,50,0,0,6,1.9459101490553128
375,4,12176,0.0,67,1,0,482,6.180016653652572
376,7,24007,4.0,54,1,0,130,4.875197323201151
377,6,15264,2.0,19,0,0,37,3.6375861597263857
378,3,10739,1.0,63,1,1,742,6.610696044717759
379,3,13401,1.0,60,1,1,432,6.07073772800249
380,4,12376,1.0,37,1,0,51,3.951243718581428
381,4,10658,3.0,63,0,0,132,4.890349128221754
382,3,6765,1.0,66,1,0,82,4.418840607796598
383,4,10593,1.0,44,0,0,157,5.062595033026967
384,6,14018,3.0,48,1,0,89,4.499809670330265
385,6,16038,3.0,36,1,0,248,5.517452896464707
386,5,11103,1.0,49,1,0,75,4.330733340286331
387,3,6514,3.0,34,1,1,143,4.969813299576001
388,4,15756,0.0,56,0,0,105,4.663439094112067
389,5,11814,1.0,36,0,0,22,3.1354942159291497
390,3,13721,3.0,34,1,0,170,5.14166355650266
391,5,12602,1.0,46,1,1,442,6.093569770045136
392,4,10354,1.0,25,0,0,199,5.298317366548036
393,5,11362,2.0,26,1,0,295,5.69035945432406
394,5,13415,0.0,42,1,1,617,6.42648845745769
395,2,4099,1.0,69,1,1,227,5.429345628954441
396,5,23468,4.0,68,0,1,837,6.731018100482083
397,6,9519,4.0,24,1,0,296,5.6937321388027
398,6,17712,2.0,48,0,0,69,4.248495242049359
399,4,13606,1.0,39,0,1,421,6.045005314036012
400,8,26338,6.0,35,0,0,25,3.258096538021482
401,8,13078,4.0,36,0,1,72,4.290459441148391
402,9,24017,2.0,59,1,0,39,3.688879454113936
403,6,25165,1.0,70,1,0,299,5.703782474656201
404,7,16247,4.0,38,1,0,93,4.543294782270004
405,2,4577,1.0,35,1,0,143,4.969813299576001
406,8,16833,3.0,28,0,0,387,5.961005339623274
407,2,2780,1.0,57,0,1,341,5.834810737062605
408,4,17312,3.0,65,1,1,457,6.126869184114185
409,9,25320,4.0,19,0,1,63,4.158883083359672
410,1,403,0.0,21,0,1,791,6.674561391814426
411,8,20561,5.0,23,0,0,224,5.41610040220442
412,7,17208,0.0,44,0,0,51,3.951243718581428
413,3,8600,1.0,29,0,0,50,3.9318256327243257
414,2,7889,1.0,21,1,0,37,3.6375861597263857
415,2,1945,0.0,20,0,1,897,6.8001700683022
416,3,9715,1.0,48,0,1,325,5.786897381366708
417,4,8980,2.0,20,1,0,53,3.9889840465642745
418,4,12685,2.0,30,1,1,60,4.110873864173311
419,5,10255,2.0,44,1,0,85,4.454347296253507
420,5,16320,1.0,45,1,0,460,6.133398042996649
421,6,15303,4.0,65,1,1,77,4.356708826689592
422,5,11972,3.0,69,0,1,549,6.309918278226516
423,3,10081,2.0,28,1,1,671,6.51025834052315
424,5,14366,2.0,21,0,1,620,6.431331081933479
425,5,12512,2.0,20,0,0,63,4.158883083359672
426,4,10239,1.0,45,1,0,181,5.204006687076795
427,5,14494,2.0,59,0,0,138,4.934473933130692
428,7,16117,1.0,27,1,0,340,5.831882477283517
429,4,5807,1.0,31,1,0,20,3.044522437723423
430,3,6081,1.0,54,0,0,921,6.826545223556594
431,5,14957,2.0,34,1,1,2,1.0986122886681098
432,8,26191,3.0,67,0,0,146,4.990432586778736
433,2,1998,2.0,49,1,1,597,6.393590753950631
434,7,13228,3.0,36,1,0,31,3.4657359027997265
435,7,16171,2.0,48,0,0,19,2.995732273553991
436,3,6221,2.0,50,0,0,103,4.6443908991413725
437,3,8776,2.0,28,1,1,658,6.490723534502507
438,4,10803,2.0,27,0,0,77,4.356708826689592
439,3,4115,0.0,24,0,1,317,5.762051382780177
440,5,15615,1.0,37,0,0,406,6.008813185442595
441,5,9936,1.0,31,0,0,218,5.389071729816501
442,3,12032,0.0,67,0,1,332,5.808142489980444
443,5,17189,2.0,23,0,1,411,6.021023349349527
444,6,10788,3.0,44,0,0,101,4.624972813284271
445,5,9444,1.0,43,0,1,515,6.246106765481563
446,7,24805,5.0,54,0,0,48,3.8918202981106265
447,2,3811,0.0,38,1,1,537,6.2878585601617845
448,3,7644,2.0,39,0,0,112,4.727387818712341
449,5,10076,3.0,18,0,0,95,4.564348191467836
450,8,23219,3.0,60,0,0,407,6.0112671744041615
451,6,13573,3.0,63,0,0,91,4.5217885770490405
452,7,20587,5.0,63,1,0,23,3.1780538303479458
453,4,10823,2.0,37,1,1,392,5.973809611869261
454,5,17685,1.0,37,1,0,426,6.056784013228625
455,4,15020,2.0,47,0,0,117,4.770684624465665
456,2,9083,0.0,19,1,1,231,5.44673737166631
457,5,16123,1.0,34,1,0,133,4.897839799950911
458,3,6910,2.0,40,1,0,75,4.330733340286331
459,4,15600,1.0,36,1,1,413,6.025865973825314
460,8,27338,4.0,19,0,0,16,2.833213344056216
461,3,12787,1.0,70,0,0,24,3.218875824868201
462,7,23295,2.0,48,0,1,39,3.688879454113936
463,4,12341,1.0,26,1,1,378,5.937536205082426
464,4,11431,2.0,38,0,0,123,4.820281565605037
465,3,9020,2.0,28,1,1,960,6.8679744089702925
466,3,8184,2.0,64,1,1,792,6.675823221634848
467,5,20572,3.0,61,0,1,8,2.19722457733622
468,5,13542,1.0,39,0,0,253,5.537334267018537
469,6,19161,3.0,33,1,1,616,6.424869023905388
470,4,16199,0.0,45,1,0,156,5.056245805348308
471,7,18896,3.0,63,0,1,88,4.48863636973214
472,5,13059,4.0,38,0,0,106,4.672828834461906
473,6,8736,3.0,49,0,0,365,5.902633333401366
474,6,19227,4.0,46,0,0,284,5.652489180268651
475,2,5688,1.0,67,1,0,176,5.176149732573829
476,2,8451,1.0,19,1,0,52,3.970291913552122
477,2,7924,1.0,29,0,0,192,5.262690188904886
478,4,14545,3.0,42,0,0,792,6.675823221634848
479,3,6495,1.0,46,0,1,618,6.428105272684596
480,3,8069,2.0,54,1,0,2,1.0986122886681098
481,5,14978,0.0,50,0,0,244,5.501258210544727
482,6,13719,1.0,68,1,1,169,5.135798437050262
483,8,17229,3.0,32,0,0,302,5.713732805509369
484,7,18909,3.0,63,1,0,274,5.616771097666572
485,8,28080,3.0,64,1,0,244,5.501258210544727
486,10,19650,4.0,21,1,1,29,3.4011973816621555
487,2,2939,2.0,18,1,1,864,6.762729506931879
488,8,24331,2.0,41,0,0,235,5.4638318050256105
489,8,12838,3.0,47,0,0,372,5.921578419643816
490,4,13731,1.0,57,1,1,674,6.51471269087253
491,4,9545,1.0,20,0,1,432,6.07073772800249
492,8,25356,3.0,25,1,0,61,4.127134385045092
493,8,16629,1.0,42,1,0,207,5.337538079701318
494,2,2492,1.0,35,1,1,476,6.1675164908883415
495,4,9602,1.0,30,0,0,155,5.049856007249537
496,4,5841,1.0,23,1,1,307,5.730099782973574
497,9,23974,2.0,64,1,0,119,4.787491742782046
498,3,8942,2.0,52,1,0,239,5.480638923341991
499,8,19534,4.0,32,1,0,48,3.8918202981106265
500,5,12219,2.0,33,0,0,54,4.007333185232471
501,3,8163,1.0,25,1,1,512,6.240275845170769
502,4,9516,0.0,19,0,0,130,4.875197323201151
503,7,20118,4.0,43,1,1,56,4.04305126783455
504,5,13779,3.0,30,1,0,419,6.040254711277414
505,10,22835,1.0,38,0,0,44,3.80666248977032
506,5,8562,2.0,56,0,1,453,6.118097198041348
507,5,15061,3.0,51,1,1,779,6.659293919683638
508,4,13208,1.0,63,0,0,259,5.560681631015528
509,3,6070,1.0,42,1,1,622,6.434546518787453
510,7,24241,4.0,70,1,1,428,6.061456918928017
511,5,11152,2.0,34,0,0,190,5.25227342804663
512,1,3132,0.0,30,0,1,615,6.423246963533519
513,5,16829,2.0,55,0,0,4,1.6094379124341005
